,id,claim,text_embedding,label
696,696,"Τα μηνύματα ηλεκτρονικού ταχυδρομείου που κυκλοφόρησαν τον Σεπτέμβριο του 2023 μέσω αίτησης του νόμου για την ελευθερία της πληροφόρησης (FOIA) δείχνουν ότι η διοίκηση του Μπάιντεν ""έκρυψε τους θανάσιμους κινδύνους εμβολίου Covid από το κοινό"".","[-0.00368234 -0.0036588  -0.00394128 ...  0.00128041  0.00119382
 -0.02710469]",0.0
697,697,"Υπάρχουν αποδεικτικά στοιχεία που δείχνουν ότι ο εκπρόσωπος των ΗΠΑ Αλεξάνδρεια Ocasio-Cortez, D-N.Y.","[-0.00451732 -0.00800724  0.00718533 ... -0.00125936 -0.01100594
 -0.0126883 ]",0.0
698,698,"Από τα τέλη Σεπτεμβρίου του 2023, η κυβέρνηση του Βερολίνου «προσφέρει στα παιδιά ένα βιβλίο εικόνων προ-παρατηρητικών» για να τους διδάξουν για τη σεξουαλική εργασία.","[-0.003524   -0.0032477  -0.02258005 ... -0.00034392  0.00041403
 -0.02919788]",3.0
699,699,Οι αρχηγοί του Kansas City Travis Kelce κάποτε γονάτησαν κατά τη διάρκεια του εθνικού ύμνου των ΗΠΑ και αργότερα εμφανίστηκαν σε διαφημίσεις για το Bud Light και το Pfizer.,"[ 0.02038414 -0.01262034 -0.0023185  ... -0.00970642 -0.02186106
 -0.00085821]",1.0
700,700,"Τον Σεπτέμβριο του 2023, το NFL σταμάτησε να παίζει ""The Star Spangled Banner"" πριν από τα παιχνίδια του, δηλώνοντας ότι η πολιτική πρέπει να παραμείνει εκτός αθλητισμού.","[-0.01430554 -0.02597959 -0.00145442 ...  0.00650457  0.01894936
 -0.02667616]",4.0
701,701,Ένα ιογενές βίντεο δείχνει αυθεντικά ότι ο Bill Gates χτυπήθηκε στο πρόσωπο με μια πίτα το 1998.,"[-0.01547065 -0.00559734 -0.00478716 ... -0.01157405 -0.00475501
  0.00258005]",1.0
702,702,"Ένα online άρθρο αναφέρει με ακρίβεια ότι ο προπονητής του Πανεπιστημίου του Κολοράντο, Deion Sanders, ανέστειλε δύο παίκτες αστέρων για γονατισμό κατά τη διάρκεια του εθνικού ύμνου των Η.Π.Α., προσθέτοντας: ""Stand for the Flag"".","[-0.00424168 -0.01413219  0.00879381 ... -0.01045404 -0.0091515
 -0.01919386]",4.0
703,703,"Μια φωτογραφία δείχνει αυθεντικά τον Jerry Seinfeld με τη μακρόχρονη φίλη Shosana Lonstein, η οποία ήταν στο γυμνάσιο όταν οι δύο συναντήθηκαν για πρώτη φορά.","[-0.00403525 -0.01353596  0.00651578 ...  0.00889415 -0.01169712
 -0.0275061 ]",1.0
704,704,Μια εικόνα που έγινε ιογενής τον Αύγουστο και τον Σεπτέμβριο του 2023 ήταν μια αυθεντική εναέρια άποψη της Βαρκελώνης της Ισπανίας.,"[-0.00031483 -0.00661675 -0.01247824 ...  0.00304896  0.00185039
 -0.02663776]",0.0
705,705,Ένα βίντεο που μοιράστηκε στα τέλη Σεπτεμβρίου 2023 έδειξε καναδικό κοινοβούλιο δίνοντας μια επίμονη επευφημία σε έναν πρώην μαχητή SS (Nazi).,"[-0.01897043 -0.01137159 -0.01262473 ... -0.00415936  0.00815875
 -0.0111183 ]",1.0
706,706,"Ένα βίντεο έδειξε πραγματικά ότι η ""εκπληκτική θέα της γης"" αστροναύτης της NASA Astronaut Jack Fischer κατά τη διάρκεια ενός διαστημικού πέλματος έξω από τον διεθνή διαστημικό σταθμό.","[ 5.84736699e-03  2.33242081e-05 -1.21875841e-03 ... -4.75307403e-04
 -1.84309017e-02 -3.52846831e-02]",1.0
707,707,Ο προπονητής του NFL Bill Belichick πυροβόλησε έναν ή περισσότερους παίκτες της Νέας Αγγλίας Patriots τον Σεπτέμβριο του 2023 για γονατισμό κατά τη διάρκεια του Εθνικού Ανθρώπου των ΗΠΑ.,"[-0.01614886 -0.01247159  0.00038406 ...  0.00169595  0.00341461
 -0.00886566]",4.0
708,708,Οι εικόνες που έγιναν ιογενείς τον Σεπτέμβριο του 2023 έδειξαν αυθεντικά την πρώην πρώτη κυρία Michelle Obama κατά τη διάρκεια μιας από τις εγκυμοσύνες της.,"[-0.02426516 -0.03333709 -0.02216865 ...  0.00317065  0.00546775
 -0.01336848]",0.0
709,709,"Ένα βίντεο του YouTube που δημοσιεύτηκε τον Σεπτέμβριο του 2023 ανέφερε με ακρίβεια ότι η ηθοποιός Christina Ricci δήλωσε ότι ο συνάδελφος Ashton Kutcher ""θα πρέπει να φυλακιστεί"".","[-0.01181146  0.00225367  0.01167487 ...  0.00023354 -0.00461141
 -0.01592205]",0.0
710,710,"Ένα online βίντεο ανέφερε με ακρίβεια ότι ο ηθοποιός Tom Hanks είχε αποκαλύψει το ""αληθινό σχέδιο"" της Oprah Winfrey για την ενορχηστρωμένη ""ενορχηστρωμένη"" των πυρκαγιών Maui.","[-0.00440272 -0.03128215  0.00294819 ...  0.01155796 -0.02705554
 -0.01592807]",0.0
711,711,"Μια μελέτη που δημοσιεύθηκε το 2023 διαπίστωσε ότι το κάπνισμα τσιγάρων και ηλεκτρονικών πούρων μπορεί να ""συρρικνωθεί οι αρσενικοί όρχεις και να προκαλέσει καταδύσεις σπερματοζωαρίων"".","[ 0.00772575 -0.00816548  0.00951174 ...  0.01037091 -0.00183503
 -0.01693982]",3.0
712,712,Ένα βίντεο που έγινε ιό τον Σεπτέμβριο του 2023 έδειξε ότι ο Πρόεδρος της Ουκρανίας Volodymyr Zelenskyy εκτελούσε χορό στην κοιλιά.,"[-0.0087555  -0.01921022 -0.01024718 ...  0.01378829  0.00983859
 -0.01452765]",0.0
713,713,"Ένα βίντεο δείχνει αυθεντικά ότι ένας διαγωνιζόμενος του παιχνιδιού ""Wheel of Fortune"" προσπάθησε να λύσει ένα παζλ μαντεύοντας, ""Bitches στο μέλλον"", και ότι η πραγματική απάντηση ήταν ότι ""το Bitcoin είναι το μέλλον"".","[-0.00916966 -0.0136433  -0.00436572 ... -0.02119094 -0.01642952
 -0.04109995]",0.0
714,714,"Τον Σεπτέμβριο του 2023, τα κόκκινα κράτη (δηλ. Εκείνοι που συνήθως ψηφίζουν Ρεπουμπλικανικά στις προεδρικές εκλογές) έδωσαν εντολή να παρουσιάσουν το σύνθημα ""στο Θεό που εμπιστευόμαστε"" σε όλα τα δημόσια σχολεία.","[ 0.00411992 -0.01321386 -0.02492243 ... -0.00628951 -0.00312676
 -0.00929355]",4.0
715,715,"Μια φωτογραφία που έγινε ιογενής τον Σεπτέμβριο του 2023, απεικόνισε αυθεντικά τον Elon Musk και τον Mark Zuckerberg, καθόταν δίπλα-δίπλα και κοιτάζοντας έντονα ο ένας στον άλλο, κατά τη διάρκεια του φόρουμ AI Insight τον Σεπτέμβριο του 2023.","[-0.00633768 -0.01033051 -0.01151284 ...  0.00446841 -0.00278574
 -0.0030549 ]",0.0
716,716,"Η Sophia Loren είπε κάποτε: ""Όλα όσα βλέπετε οφείλω στο Spaghetti.""","[ 0.00386184 -0.00606952  0.03064025 ...  0.00762189 -0.00230947
 -0.02819717]",3.0
717,717,"Ένα online βίντεο ανέφερε με ακρίβεια ότι ο ηθοποιός Mel Gibson μίλησε δημοσίως για τον ηθοποιό Ashton Kutcher ως ""κρυμμένο χειριστή"" για τις ελίτ του Χόλιγουντ.","[-0.02275617 -0.01037106  0.00944904 ... -0.00865781 -0.01205815
 -0.02074212]",0.0
718,718,Ο κατασκευαστής καρυκευμάτων Hidden Valley Ranch παρήγαγε μια περιορισμένη έκδοση καραμέλα με γεύση καλαμποκιού.,"[ 0.01141506 -0.01012659  0.00193439 ...  0.01230089 -0.01484428
  0.00042593]",0.0
719,719,"Τον Σεπτέμβριο του 2023, ο Joe Barron, επικεφαλής προπονητής της New York Jets, δήλωσε ότι θα εγκαταλείψει επί τόπου εάν ο Colin Kaepernick εντάχθηκε στην ομάδα.","[-0.03171527 -0.01478408  0.00113823 ... -0.0006827  -0.00443005
  0.00533223]",4.0
720,720,Ένα online βίντεο ανέφερε με ακρίβεια ότι ο ηθοποιός Corey Feldman είχε κυκλοφορήσει μια λίστα με διασημότητες που συμμετείχαν σε εγκληματικές πράξεις σε ένα από τα νησιά του Jeffrey Epstein.,"[-0.00122509 -0.01956223  0.02152368 ... -0.00738814 -0.02011144
 -0.03389392]",0.0
721,721,"Τον Σεπτέμβριο του 2023, ο υπουργός Οικονομικών των ΗΠΑ, Janet Yellen, συνελήφθη υπό υποψία προδοσίας και εξαπάτηση των Ηνωμένων Πολιτειών.","[-0.01153157 -0.03278355 -0.00374613 ... -0.00041187  0.00678213
 -0.01299745]",4.0
722,722,"Η Disney πωλεί το τηλεοπτικό δίκτυο ABC, του οποίου ο νέος ιδιοκτήτης θέλει να ακυρώσει την αμφιλεγόμενη εκπομπή ""The View"".","[-0.01215242 -0.02095155  0.02320007 ...  0.00572853 -0.01188597
 -0.0112751 ]",4.0
723,723,"Ένα online βίντεο ανέφερε με ακρίβεια ότι οι Will Smith και Jada Pinkett Smith είχαν έναν ""άρρωστο ρόλο"" για να επωφεληθούν από τις πυρκαγιές Maui του Αυγούστου 2023.","[-0.01377833 -0.02144023 -0.00783217 ...  0.01196435 -0.01633229
 -0.00342821]",0.0
724,724,"Η αλυσίδα γρήγορου φαγητού της Wendy περιελάμβανε έναν μπουφέ με το ""Superbar"" από το 1988 έως το 1998, ο οποίος εξυπηρετούσε μεξικάνικα τρόφιμα, ζυμαρικά, σαλάτα και φρούτα.","[ 0.01034334 -0.01268086 -0.01280667 ... -0.01819687 -0.02403735
 -0.02955998]",1.0
725,725,"Μια φωτογραφία δείχνει αυθεντικά ένα πτώμα που είχε διατηρηθεί στην έρημο Atacama της Χιλής από το 5020 B.C.E. Τα υπολείμματα των μαλλιών, του δέρματος και των ενδυμάτων ήταν ακόμα άθικτα τη στιγμή που τραβήχτηκε η φωτογραφία.","[-0.0032627   0.00613499 -0.00253438 ...  0.01957949 -0.01145636
 -0.01646934]",1.0
726,726,Μια online διαφήμιση ή άρθρο λέει ότι η ABC News Chief Health και ο ιατρικός ανταποκριτής Δρ Jennifer Ashton ενέκριναν το Keto ή το CBD Gummies για απώλεια βάρους.,"[ 0.00342771  0.00410929  0.03282136 ...  0.0076892  -0.0263762
 -0.02805697]",0.0
727,727,"Μετά τις πυρκαγιές του Αυγούστου 2023 στο Maui, ο ηθοποιός Keanu Reeves κατηγόρησε την Oprah Winfrey και τον Dwayne ""The Rock"" Johnson του ""κλέβοντας χρήματα"" μέσω μιας προσπάθειας συγκέντρωσης κεφαλαίων που αποσκοπούσε να ωφελήσει τα θύματα των πυρκαγιών.","[-0.00786812 -0.02420961 -0.00702345 ... -0.01364783 -0.01246396
 -0.00035479]",0.0
728,728,"Ο πρώην κολυμβητής του Κεντάκυ, Riley Gaines, υπέβαλε αγωγή ύψους 2 εκατομμυρίων δολαρίων εναντίον του Transgender Athlete Lia Thomas.","[-0.00356873 -0.00509529  0.00462351 ... -0.03014042 -0.01579811
 -0.01674168]",4.0
729,729,Το ιικό βίντεο δείχνει αυθεντικά έναν υπάλληλο που ψιθυρίζει στο αυτί του Προέδρου Joe Biden ότι βρίσκεται στο κτίριο του Καπιτώπου και πηγαίνει λάθος.,"[-0.01607308 -0.01786186 -0.01261218 ... -0.01504907 -0.01625455
 -0.01571014]",0.0
730,730,"Όλοι στην ταινία ""Idiocracy"" του 2006 φορούν Crocs επειδή ήταν φθηνά και οι παραγωγοί της ταινίας πίστευαν ότι ήταν υπερβολικά φρικτό-looking για να γίνουν ποτέ δημοφιλείς.","[ 0.00554306 -0.02878636  0.00220525 ... -0.00344621 -0.00482793
 -0.01296292]",1.0
731,731,Η οικογένεια του τραγουδιστή Celine Dion που κέρδισε Grammy αποκάλυψε στα τέλη του καλοκαιριού του 2023 ότι πεθαίνει μετά τη διάγνωση του συνδρόμου σκληρού προσώπου.,"[ 0.00301569 -0.00262103  0.0077865  ... -0.00394321 -0.02059527
 -0.01691849]",0.0
732,732,"Ο Πρόεδρος των ΗΠΑ Joe Biden ήταν ""πλήρης καθηγητής"" στο Πανεπιστήμιο της Πενσυλβανίας για τέσσερα χρόνια.","[-0.01116941 -0.01127199  0.00450431 ... -0.0215181   0.00148434
 -0.01670923]",3.0
733,733,"Ένα βίντεο δείχνει αυθεντικά τον Πρόεδρο των ΗΠΑ Joe Biden να ψιθυρίζει σε ένα παιδί, ""Είσαι ένα σέξι παιδί"".","[-0.0197083  -0.02005007 -0.00865798 ... -0.00858836 -0.01782228
 -0.01927794]",0.0
734,734,"Η ""View"" φιλοξενεί τον Whoopi Goldberg, τη Joy Behar και τον Sunny Hostin απείλησαν να εγκαταλείψουν την τηλεοπτική εκπομπή εάν ο συντηρητικός πολιτικός σχολιαστής Candace Owens προστέθηκε ως οικοδεσπότης.","[-0.00316411 -0.03478204  0.0157511  ... -0.00090757 -0.01581723
 -0.00946918]",4.0
735,735,"Μια φωτογραφία δείχνει έναν πραγματικό ανθρώπινο σκελετό που μοιάζει με καβούρια που ανακτάται από ""πειράματα Le Lanchon"" στην ανθρώπινη εξέλιξη.","[ 0.00464974  0.00112573  0.00273437 ...  0.00366106 -0.01264076
 -0.02944507]",0.0
736,736,"Η Beyoncé ήταν ""μη σχεδιασμένη"" από το NFL αφού εξέδωσε δημόσια συγγνώμη για το τραγούδι ""Lift Every Voice and Sing"", επίσης γνωστός ως Black National Anthem, σε ένα παιχνίδι.","[-0.02281979 -0.03886193 -0.00309407 ... -0.01325893 -0.01722758
 -0.03004841]",4.0
737,737,"Το Facebook ανακοίνωσε σχέδια για την έναρξη των χρηστών 7,99 δολαρίων το μήνα για να αποκτήσει πρόσβαση στον ιστότοπο.","[ 0.00640049  0.00233118 -0.00509768 ... -0.00239269  0.009943
 -0.02562721]",0.0
738,738,"Τον Σεπτέμβριο του 2023, το Walt Disney World Resort άρχισε να πωλεί εισιτήρια για κατοικίδια ζώα.","[ 0.00695534 -0.01234239 -0.02856089 ... -0.00297881  0.02177768
 -0.01731504]",4.0
739,739,"Ο ηθοποιός Sylvester Stallone απέρριψε μια προσφορά ταινιών ""Woke"" Woke ""από τη Disney 500 εκατομμυρίων δολαρίων"" Ξύπνησε "".","[ 0.00831587 -0.0259179   0.00951408 ...  0.01582425 -0.01829882
 -0.03758747]",4.0
740,740,Ένα πτώμα που βρέθηκε στο Nazca του Περού είναι αυτό ενός αλλοδαπού.,"[ 0.00154734 -0.00433093  0.01001285 ...  0.02205541 -0.02947616
 -0.03425957]",0.0
741,741,"Τον Σεπτέμβριο του 2023, ο Podcaster Joe Rogan ""ανέλαβε"" The View ""συν-φιλοξενούμενο Whoopi Goldberg.","[ 7.00504007e-03 -3.54973786e-02  1.25159305e-02 ... -4.66679269e-03
 -2.83629750e-03  7.23122430e-05]",4.0
742,742,"Την άνοιξη του 2021, ένα αρχείο εικόνας με τίτλο ""Μεξικό το έκανε"" εξαπλώθηκε κακόβουλο λογισμικό.","[-0.01214168 -0.00863437 -0.00580959 ... -0.00191367  0.01378103
 -0.05206749]",0.0
743,743,"Ένα online άρθρο αναφέρει ότι η Beyoncé έτρεξε από ένα πλήθος σε ένα παιχνίδι NFL για να τραγουδήσει τον μαύρο εθνικό ύμνο αντί του παραδοσιακού ύμνου, που οδήγησε στην παραλαβή της απαγόρευσης της ζωής του από το πρωτάθλημα.","[-0.01494033 -0.01353761  0.00673241 ...  0.00075512 -0.01556229
 -0.02591069]",4.0
744,744,"Μια εικόνα που έγινε ιογενής τον Σεπτέμβριο του 2023 απεικονίζει αυθεντικά το ""Τελευταίο, γιγαντιαίο ιρλανδικό λαγωνικό όπως καταγράφηκε το 1902.""","[-0.00499378 -0.00353877 -0.01150841 ...  0.00719605  0.0096913
 -0.02144989]",0.0
745,745,Η Disney World απομάκρυνε επίσημα την ηλικία κατανάλωσης.,"[ 0.0071513  -0.01974238  0.00201504 ...  0.0112245   0.00205318
 -0.00691912]",4.0
746,746,"Τότε-U.S. Ο γερουσιαστής Joe Biden επισκέφθηκε το Ground Zero, τον τόπο των πεσμένων δίδυμων πύργων του Παγκόσμιου Κέντρου Εμπορίου, την ημέρα μετά τις 9/11.","[-0.02234045 -0.03990288 -0.00110088 ... -0.01433405 -0.00790955
 -0.01139621]",0.0
747,747,Ο Cristiano Ronaldo έκανε το ξενοδοχείο του διαθέσιμο για να παράσχει καταφύγιο στα θύματα του σεισμού του Μαρόκου του Σεπτεμβρίου 2023.,"[ 0.0020174  -0.01404082  0.00326572 ...  0.00861361  0.00957859
 -0.0023736 ]",0.0
748,748,"Ένα επεισόδιο της τηλεοπτικής εκπομπής ""The Simpsons"" προέβλεψε τις τρομοκρατικές επιθέσεις της 11ης Σεπτεμβρίου.","[-0.01330137 -0.02525838 -0.00215549 ...  0.01033474 -0.00810492
 -0.02776612]",0.0
749,749,"Πριν από την ένταξή του στην πολιτική, ο πρώην πρόεδρος των ΗΠΑ Donald Trump υποστήριξε τη Χίλαρι Κλίντον στις δημοκρατικές εκλογές του 2008.","[-0.00832943 -0.01939854 -0.0049178  ... -0.00257738  0.00193628
 -0.01046535]",1.0
750,750,"Ένα online βίντεο αναφέρει με ακρίβεια ότι το εικονίδιο ψυχαγωγίας Oprah Winfrey είχε κατά λάθος διαρρεύσει ψέματα που ο ηθοποιός Dwayne Johnson, ίσως καλύτερα γνωστός ως Rock, είχε πει για τις πυρκαγιές Maui του Αυγούστου 2023.","[-0.00221013 -0.03420842 -0.00830393 ... -0.00400104 -0.00736487
 -0.00843137]",0.0
751,751,"Μια εικόνα που δημοσιεύτηκε τον Σεπτέμβριο του 2023 έδειξε ότι ο Donald Trump ντυμένος ως πυροσβέστης, ως ένας από τους πρώτους ανταποκριτές στη σκηνή της επίθεσης της 11ης Σεπτεμβρίου.","[-0.04237592 -0.02076162 -0.01246731 ... -0.00700882  0.00839767
 -0.00952812]",0.0
752,752,"Τον Σεπτέμβριο του 2023, το NFL αρνήθηκε το αίτημα του Colin Kaepernick για ενεργό κατάσταση.","[-0.01436065 -0.01073883 -0.01048555 ...  0.02185756  0.00261664
 -0.00781984]",4.0
753,753,"Ο μισθωτής του Παγκόσμιου Κέντρου Εμπορίου Larry Silverstein αγόρασε ασφάλιση τρομοκρατίας δύο μήνες πριν από τις 9/11, στη συνέχεια συγκέντρωσε τη διπλή αξία του με το σκεπτικό ότι υπήρχαν δύο επιθέσεις.","[-0.01366603 -0.01439862  0.00791857 ... -0.01090885 -0.0133064
 -0.02079208]",3.0
754,754,"Η Samsung χρησιμοποίησε κάποτε ένα ""ρομπότ άκρων"" - δηλαδή μια συσκευή με τη μορφή ανθρώπινων γλουτών - για να ασκήσει πίεση στα κινητά τηλέφωνα στην ανάπτυξη για να δοκιμάσει την ανθεκτικότητά τους.","[-0.00440951  0.00753649  0.00088091 ...  0.00518299 -0.01554897
  0.00038963]",1.0
755,755,"Μια αυθεντική φωτογραφία της NASA που τραβήχτηκε από το τηλεσκόπιο Hubble δείχνει το ""Nebula Serenity"".","[ 7.60322728e-05 -3.09047941e-03 -2.34313365e-02 ...  1.95026528e-02
 -4.02786070e-03 -3.41168456e-02]",0.0
756,756,"Οι μέλισσες δεν θεωρήθηκαν ""απειλούμενες"" στις Η.Π.Α. από τον Σεπτέμβριο του 2023.","[-0.00845289 -0.02438484 -0.00753099 ...  0.00774524  0.01321819
 -0.0122119 ]",1.0
757,757,"Το ""The Simpsons"" προέβλεψε το Tesla Cybertruck.","[ 0.0120145  -0.02034112  0.01013844 ...  0.02695874 -0.01778403
 -0.02927169]",0.0
758,758,"Ο ποδοσφαιριστής Colin Kaepernick ζήτησε να επιστρέψει σε μια ομάδα ποδοσφαίρου, ορκίζοντας να μην γονατίσει ποτέ για έναν εθνικό ύμνο ξανά.","[-0.01540024 -0.0124206   0.00615162 ...  0.00092503 -0.00868464
 -0.02012073]",4.0
759,759,"Μια φωτογραφία δείχνει ένα ηλεκτρικό αυτοκίνητο που χρεώνει σε μια γεννήτρια ντίζελ, η οποία χρησιμοποιεί 36 γαλόνια για να παρέχει χρέωση 200 μιλίων.","[ 0.01468324  0.00482161 -0.00967581 ... -0.00434238 -0.00336111
 -0.02876664]",3.0
760,760,"Τον Αύγουστο του 2023, τα περίπτερα διοδίων χτίστηκαν μέσα στα θεματικά πάρκα που βρίσκονται στο Walt Disney World Resort.","[ 0.00657544 -0.00983136 -0.00793737 ...  0.01171867 -0.00096707
 -0.01179228]",4.0
761,761,"Η Ινδία αλλάζει επίσημα το όνομά της στο ""Bharat"", μια αρχαία σανσκριτική λέξη που οι ιστορικοί πιστεύουν ότι χρονολογούνται από τα πρώτα ινδουιστικά κείμενα.","[ 0.00146292 -0.00281006  0.00465753 ...  0.00058467 -0.01680415
 -0.02171307]",0.0
762,762,"Ένα εξώφυλλο ενός τεύχους 2012 του περιοδικού Newsweek που απεικονίζεται αυθεντικά τότε-ΗΠΑ. Ο Πρόεδρος Μπαράκ Ομπάμα δίπλα στο κείμενο που είπε: ""Ο πρώτος Πρόεδρος των ομοφυλόφιλων.""","[-0.0121176  -0.01288855 -0.01125441 ...  0.01035828 -0.01609091
 -0.01985996]",1.0
763,763,"Ο Oliver Anthony, ο Kid Rock και ο Jason Aldean ενώνουν τις δυνάμεις τους για μια περιοδεία ""Δεν μπορείτε να ακυρώσετε την Αμερική"".","[-0.00507152 -0.02038859 -0.00844505 ...  0.0045397  -0.01409645
 -0.00293462]",4.0
764,764,"Μια ιογενή φωτογραφία απεικονίζει αυθεντικά τα οστά των μπροστινών πτερυγίων της γκρίζας φάλαινας, τα οποία μοιάζουν με τα οστά σε ένα ανθρώπινο χέρι.","[ 0.00123226 -0.01759037 -0.00167899 ... -0.00658642  0.00012933
 -0.03023843]",3.0
765,765,Ο προπονητής του Pittsburgh Steelers Mike Tomlin απέρριψε δύο παίκτες από την ομάδα αφού γονάτισαν κατά τη διάρκεια του εθνικού ύμνου.,"[-0.00012471 -0.02793247  0.01613296 ...  0.00696354 -0.01755569
 -0.01703359]",4.0
766,766,"Ένα online άρθρο ανέφερε αυθεντικά ότι ο συνιδρυτής της Microsoft Bill Gates αγόραζε εκατοντάδες καμένες παρτίδες που καταστράφηκαν στις πυρκαγιές Maui τον Αύγουστο του 2023 για ""Pennies on the Dollar"".","[-0.00408095 -0.01149302 -0.01176508 ... -0.00999335 -0.00213669
 -0.01704045]",4.0
767,767,"Η FEMA, σε συντονισμό με την FCC, θα πραγματοποιήσει μια εθνική δοκιμασία του συστήματος προειδοποίησης έκτακτης ανάγκης και του ασύρματου συστήματος προειδοποίησης έκτακτης ανάγκης στις 4 Οκτωβρίου 2023, στέλνοντας μηνύματα σε κάθε κινητό τηλέφωνο, τηλεόραση και ραδιόφωνο στις Ηνωμένες Πολιτείες.","[-0.0014802  -0.00318876 -0.01408548 ... -0.00014241 -0.00359418
 -0.00967715]",1.0
768,768,"Η συν-φιλοξενία Whoopi Goldberg και η εθνική ομάδα ποδοσφαίρου της γυναικείας ομάδας των γυναικών των ΗΠΑ, Megan Rapinoe, δήλωσαν ότι εγκαταλείπουν την Αμερική.","[ 8.80854277e-05 -2.71174293e-02  1.00708790e-02 ...  2.44901003e-03
 -8.77521094e-03 -1.73148457e-02]",4.0
769,769,"Τον Σεπτέμβριο του 2023, ο Chet Hanks εξέθεσε το ρόλο που ο πατέρας του, ηθοποιός Tom Hanks, υποτίθεται ότι έπαιξε στις πυρκαγιές Maui.","[-0.00502121 -0.03051156 -0.01058041 ...  0.01318069 -0.01604995
 -0.01138739]",0.0
770,770,"Μετά τις πυρκαγιές του Αυγούστου 2023 στο Maui, ο ηθοποιός Jason Momoa κατηγόρησε την Oprah Winfrey και τον Dwayne ""The Rock"" Johnson του ""κλέβοντας χρήματα από τους φτωχούς"" μέσω μιας προσπάθειας συγκέντρωσης κεφαλαίων που προοριζόταν να ωφελήσει τα θύματα των πυρκαγιών.","[-0.0036162  -0.02440933  0.00068909 ... -0.00772373 -0.01425515
 -0.00457266]",0.0
771,771,"Ο χαρακτήρας του κ. Burns στην κινούμενη τηλεοπτική σειρά ""The Simpsons"" βασίζεται στο Jacob Rothschild της βρετανικής οικογένειας Rothschild.","[ 0.01036698 -0.01372473  0.00147861 ...  0.01726272 -0.01973264
 -0.01206254]",0.0
772,772,"Ο Sheriff Wayne Ivey από το γραφείο του Sheriff County Brevard αρνήθηκε να αφαιρέσει ένα decal ""στο Θεό που εμπιστευόμαστε"" από τα περιπολικά του αξιωματούχου του.","[-4.23363643e-03 -1.38330844e-03 -1.10266842e-02 ... -3.64941880e-05
 -4.81712911e-03 -8.99109058e-03]",1.0
773,773,Μια ειδική ένωση που προστίθεται στο νερό σε πισίνες θα αποκαλύψει την παρουσία ούρων και θα πιάσει εκείνους που κατουρούν στην πισίνα.,"[ 0.02179592 -0.00200077  0.02692437 ... -0.01526389 -0.0111139
 -0.00912999]",0.0
774,774,Τα πλαστικά μπουκάλια σόδας που παραμένουν σε ανυποψίαστους κατοίκους των κατοίκων μπορεί να είναι βόμβες μπουκαλιών Drano.,"[-0.00124316 -0.00412723  0.00585468 ...  0.0042404  -0.03006222
  0.00650039]",1.0
775,775,Η Country Star Dolly Parton έδωσε μόνο τα δικά της χρήματα και δεν ζήτησε δωρεές άλλων για τα θύματα των πυρκαγιών του Νοεμβρίου του 2016 που καίγονται περιοχές μέσα και γύρω από το Εθνικό Πάρκο Great Smoky Mountains.,"[-0.00567707 -0.01033568  0.01080877 ...  0.00605817 -0.0176357
 -0.02151241]",0.0
776,776,"Ένα online βίντεο αναφέρει με ακρίβεια ότι ο ηθοποιός Dwayne Johnson, γνωστός ως The Rock, και η εικονίδιο ψυχαγωγίας Oprah Winfrey είχε έναν ""σκιερό ρόλο"" στις πυρκαγιές Maui του Αυγούστου 2023.","[-0.00360682 -0.03227842 -0.01038921 ...  0.00259077 -0.01075512
 -0.00705682]",0.0
777,777,"Αφού έλαβε μια αρχική σειρά εμβολιασμού δύο δόσεων και δύο πρόσθετες ενισχυτικές λήψεις, η πρώτη κυρία Jill Biden της Η.Π.Α. δοκιμάστηκε θετικά για το Covid-19 τον Σεπτέμβριο του 2023.","[-0.01270988 -0.00415565 -0.01282649 ... -0.02245283  0.00230942
 -0.0044666 ]",1.0
778,778,Ο ηθοποιός Josh Peck πέθανε.,"[-0.00135899 -0.00279434  0.01654474 ...  0.00668896 -0.0004239
 -0.02491062]",0.0
779,779,Το CDC ανέφερε στα τέλη του καλοκαιριού το καλοκαίρι του 2023 ότι οι Αμερικανοί που είχαν λάβει εμβόλια mRNA Covid-19 διατρέχουν υψηλότερο κίνδυνο μόλυνσης από νέες παραλλαγές του ιού από εκείνους που δεν ήταν εμβολιασμένοι.,"[-0.00831814 -0.00703793 -0.00161733 ... -0.01442678 -0.00831164
 -0.01558352]",0.0
780,780,"Η Disney World ανοίγει μια βόλτα που ονομάζεται ""Epic Voyage"" της Moana στο Epcot με βάση την κινούμενη ταινία.","[-0.01145543 -0.03056501 -0.00577926 ...  0.00694542  0.00806648
 -0.03190513]",4.0
781,781,Μια φωτογραφία δείχνει με ακρίβεια τον Tom Hanks χαρακτήρα ως Osama Bin Laden σε μια νέα σειρά Netflix.,"[-0.0175249  -0.01611515 -0.01535207 ...  0.01809397 -0.00587828
 -0.00078894]",0.0
782,782,"Ένα βίντεο που μοιράστηκε στο X (τυπικά Twitter) τον Αύγουστο του 2023 έδειξε πραγματικά μια ""πυραμίδα"" πάνω από ένα βουνό στη Σκωτία.","[-0.0069118  -0.00701732 -0.00284914 ... -0.00028483 -0.01115912
 -0.01131081]",1.0
