,id,claim,text_embedding,label
176,176,Ο Υπουργός Προστασίας του Πολίτη απαγόρευσε τη Θεία Λειτουργία και Κοινωνία σε όλη τη χώρα.,"[ 0.01198204 -0.01462693 -0.00345821 ...  0.0043836  -0.02352861
 -0.00607427]",0
177,177,Αστυνομικές δυνάμεις μεταφέρονται στη βόρεια Ελλάδα με σκοπό να εντατικοποιήσουν του ελέγχους για τη τήρηση των μέτρων. ,"[ 0.01529919 -0.00794932 -0.01583349 ...  0.00305756 -0.01003439
 -0.00989756]",0
178,178,"Ο θάνατος του Μητροπολίτη Λαγκαδά, Λητής και Ρεντίνης, Ιωάννη Τασσιά χρεώθηκε ψευδώς «στην προπαγάνδα της ψευτοπανδημίας», καθώς πέθανε από ανακοπή στο σπίτι του συνεπεία καρδιοπάθειας, βρέθηκε θετικός στον ιό μόνο κατόπιν του θανάτου, όσο ζούσε ήταν εντελώς ασυμπτωματικός και μάλιστα μία μέρα πριν το θάνατό του είχε δώσει συνέντευξη.","[ 0.00753155  0.0107509  -0.00489485 ...  0.0090326  -0.00703121
 -0.03104791]",0
179,179,"Στη Σουηδία αποδείχθηκε πως το 98% των καταγεγραμμένων νεκρών από COVID-19 είχαν στην πραγματικότητα πεθάνει από άσχετη αιτία, ότι όλα τα κρούσματα ήταν πλαστά, και πως 23 υπεύθυνοι γιατροί φυλακίστηκαν.","[ 0.02237715  0.00244709  0.01165097 ...  0.00460764 -0.02016288
 -0.01387175]",0
180,180,Η Τουρκία αποπλήρωσε το 50% του χρέους της Σομαλίας στο Διεθνές Νομισματικό Ταμείο.,"[ 0.01337127 -0.0127838  -0.00334601 ...  0.01780281  0.00514034
 -0.01508258]",0
181,181,Φωτογραφία που κυκλοφόρησε στα μέσα κοινωνικής δικτύωσης απεικονίζει πρόστιμο που επιβλήθηκε σε άστεγο λόγω μετακίνησης χωρίς τα απαραίτητα έγγραφα  ,"[-0.00228949  0.01832943 -0.00646204 ... -0.00972693 -0.01077006
 -0.03714656]",0
182,182,"Αποκαλύφθηκε ένα «μαγικό» λογισμικό εργαλείο, διά του οποίου στήθηκε απάτη υπέρ του υποψηφίου του Δημοκρατικού κόμματος, Τζο Μπάιντεν, στις προεδρικές εκλογές του Νοεμβρίου 2020 στις ΗΠΑ.","[-0.02461752 -0.01912182 -0.00438125 ... -0.02585505 -0.01027948
 -0.02514979]",0
183,183,Η κυβέρνηση της Ιταλίας πήρε πίσω όλα τα μέτρα για τον κορωνοϊό μετά τις διαδηλώσεις των πολιτών.,"[ 0.00612195 -0.00709199 -0.00631336 ...  0.01583208 -0.00262949
 -0.01471604]",0
184,184,"Στο CNN, τη βραδιά των προεδρικών εκλογών των ΗΠΑ, είχαν ξεχάσει ανοιχτή τη σελίδα πορνογραφικού περιεχομένου Pornnub.
","[ 0.00036525 -0.01909797  0.01745872 ... -0.00126109 -0.00734332
 -0.03574373]",0
185,185,"Στην Πολιτεία Ουϊσκόνσιν των ΗΠΑ οι εγγεγραμμένοι για τις Προεδρικές Εκλογές του Νοεμβρίου 2020 ψηφοφόροι είναι 3.129.000, αλλά βρέθηκαν 3.239.920 ψηφοδέλτια - δηλαδή 110.920 ψήφοι περισσότεροι από τους εγγεγραμμένους ψηφοφόρους. Αυτό συνιστά καταφανή περίπτωση νοθείας.","[ 0.00390876 -0.01806915 -0.01964038 ...  0.00486824 -0.01237666
 -0.02802457]",0
186,186,"Στη Βρετανία, σύμφωνα με δημοσιεύματα του εγχώριου ηλεκτρονικού τύπου, η διανομή των εμβολίων έναντι του κορωνοϊού SARS-CoV-2 σχεδιάζεται να πραγματοποιηθεί με τη βοήθεια του Παγκοσμίου Συστήματος Στιγματοθέτησης (GPS).","[-0.01380692  0.00432214 -0.00408959 ... -0.00376069 -0.00587691
 -0.00846488]",0
187,187,Αυτή η εικόνα από το σεισμό στη Σμύρνη έκλεψε την καρδιά από πολλούς ανθρώπους.,"[ 0.01002581  0.00245316  0.0068023  ...  0.01211236 -0.00509688
 -0.02430225]",0
188,188,Ο δολοφόνος που καρατόμησε τον καθηγητή Πατί απεικονίζεται σε φωτογραφία στην πλατεία Μοναστηρακίου.,"[ 0.00683787  0.00102536 -0.00978679 ...  0.00560487 -0.0146158
 -0.01085561]",0
189,189,"Στις αρχές Οκτωβρίου 2020, τραυματίστηκαν σοβαρά Έλληνες στρατιώτες στον Έβρο, από πυρά Τούρκων.","[-0.00440901 -0.03798337 -0.0217669  ...  0.01482247  0.01798135
  0.00071539]",0
190,190,Βίντεο στο οποίο ένας Αρμένιος στρατιώτης αναφέρεται δίπλα στους νεκρούς συμπολεμιστές του παρουσιάζεται ως πραγματική μαρτυρία,"[-0.00553848 -0.00286044 -0.00894116 ... -0.00485529 -0.00801919
 -0.00800592]",0
191,191,"Η Αφρική δεν έχει κορωνοϊό. Η παγκόσμια ελίτ εκμεταλλεύεται τους λαούς των χωρών της Αφρικής και δεν χρειάζεται προπαγάνδα και στημένα ""σώου"" τρομοκρατίας για να τους εκφοβίσει. ","[-0.00255932 -0.01988411 -0.00232666 ... -0.01788158 -0.02137317
 -0.00949277]",0
192,192,Στο ταξίδι του στην Αϊτή ο Paul Walker ανακάλυψε τη ραδιουργία του ιδρύματος Κλίντον σε βάρος 300 ανηλίκων. Αυτή τη πληροφορία την πλήρωσε με τη ζωή του,"[ 0.015827   -0.00144024  0.00059524 ... -0.005291   -0.02970849
 -0.0364389 ]",0
193,193,O ναός του Επικουρίου Απόλλωνα περιστρέφεται γύρω από τον άξονά του.,"[ 0.00961655 -0.01653093 -0.00359958 ...  0.02269029 -0.00089824
 -0.03168428]",0
194,194,Οι κάτοχοι διπλώματος Β μπορούν να οδηγούν νομίμως εντός της επικράτειας δίκυκλα 125 κ.ε.κ χωρίς εξετάσεις.,"[ 0.00369243 -0.00598745  0.00318279 ... -0.00889076 -0.00679959
 -0.00117957]",0
195,195,Νόμος στον Καναδά απαγόρευσε τα μέτρα αποφυγής διάδοσης της COVID-19 όπως τη χρήση της μάσκας.,"[ 0.01353306  0.00160113  0.01279585 ...  0.00996549 -0.01458622
 -0.01767986]",0
196,196,Ο Δανός Υπουργός Εξωτερικών χαρακτήρισε την Τουρκία «εγκληματικό κράτος» στο Συμβούλιο Ασφαλείας του ΟΗΕ.,"[ 0.00073309 -0.01830897 -0.01348265 ...  0.01513887  0.00372649
 -0.00330273]",0
197,197,Ο Τάσος Ποτσέπης προσελήφθη ως συνοριοφύλακας στη Χίο.,"[-0.00251775 -0.01109271  0.00697275 ...  0.02121681  0.01165664
 -0.0015624 ]",0
198,198,"Φωτογραφία από την συνάντηση του Πρωθυπουργού της Ελλάδας Κυριάκου Μητσοτάκη με τον Πρόεδρο της Γαλλίας Εμμανουέλ Μακρόν στην Κορσική τον Σεπτέμβριο του 2020, δείχνει ότι κατά τη συνομιλία τους είχαν στο φόντο έναν χάρτη της δυνητικής ελληνικής ΑΟΖ. ","[-0.00486933 -0.01169019 -0.0123407  ... -0.00553247  0.00111865
 -0.01978048]",0
199,199,Πρόσφυγες φωτογραφίζονται περιχαρείς μπροστά από παραπήγματα που έχουν τυλιχθεί στις φλόγες στον καταυλισμό της Μόριας. ,"[-0.00842302 -0.01808997 -0.01495367 ...  0.00134566 -0.02006174
 -0.0239391 ]",0
200,200,"Η Svetlana Ivanova που τράβηξε τις φωτογραφίες από το κομοδίνο του Μπόικο Μπορίσοφ, πρωθυπουργού της Βουλγαρίας βρέθηκε νεκρή στη Σαντορίνη έχοντας το λαιμό της σπασμένο. ","[-0.00436636  0.00330982 -0.00645334 ...  0.01293929 -0.00780661
 -0.01676107]",0
201,201,Η πανδημία είναι τεχνητή και ο κορωνοϊός είναι κατασκευασμένος.,"[ 0.01474462  0.00754209 -0.00416611 ...  0.00646791 -0.01001041
 -0.02592389]",0
202,202,Διθέσιο αεροσκάφος F-16 της Ελληνικής Πολεμικής Αεροπορίας κατέπεσε στη θαλάσσια περιοχή της Γαύδου το μεσημέρι της 18ης Αυγούστου 2020.,"[-0.00794445 -0.01474562 -0.0213844  ...  0.00793146  0.01201736
 -0.01822741]",0
203,203,Στην Ουκρανία πέντε στρατιώτες πέθαναν εξαιτίας συμμετοχής σε δοκιμές για αμερικανικό εμβόλιο κατά του κορωνοϊού που διενεργούνται στο Χάρκοβο.,"[-0.00820677 -0.0105868   0.00399672 ...  0.01118681  0.01286017
  0.00395672]",0
204,204,"Όχι, αυτό το βίντεο δεν δείχνει την άφιξη χιλιάδων Αμερικανών πεζοναυτών στο Ισραήλ","[-0.02195611 -0.01208611 -0.0058445  ... -0.00910782 -0.00368604
 -0.02848914]",1
205,205,"Παραποιημένο βίντεο δείχνει Αργεντινό χορευτή, όχι τον Βολοντίμιρ Ζελένσκι","[-0.0146939  -0.01449676 -0.00322661 ... -0.0201614  -0.01326131
 -0.01954368]",1
206,206,Αβάσιμες θεωρίες συνωμοσίας για την προέλευση των πυρκαγιών στο νησί Μάουι της Χαβάης εξαπλώνονται στο διαδίκτυο,"[ 0.00013651 -0.00839256 -0.0070962  ... -0.00046925 -0.01230189
 -0.00606992]",1
207,207,Το Παγκόσμιο Οικονομικό Φόρουμ δεν πρότεινε τη χρήση τεχνητής νοημοσύνης για να ξαναγράψει τη Βίβλο,"[-0.01003644 -0.00719367 -0.00468456 ...  0.00158821  0.0039038
 -0.03058978]",1
208,208,Ένα βίντεο που δείχνει την Αψίδα του Θριάμβου διακοσμημένη με ένα ουράνιο τόξο είναι δημιουργημένη ψηφιακά,"[-0.00952642  0.00488727 -0.01799507 ... -0.00513865 -0.01809954
 -0.04552309]",1
209,209,Αυτή η εικόνα του Τζούλιαν Ασάνζ δημιουργήθηκε από μια τεχνητή νοημοσύνη,"[-0.00881014  0.02642385 -0.00030924 ...  0.00072582  0.00046798
 -0.02695023]",1
210,210,Παραπλανητικοί και ψευδείς ισχυρισμοί σχετικά με την έλλειψη φαρμάκων στην Ελλάδα και τα «ιατροτεχνολογικά προϊόντα»,"[ 0.02237425  0.00504888  0.00912582 ... -0.00212164 -0.0275536
 -0.03692077]",1
211,211,Το Παγκόσμιο Οικονομικό Φόρουμ δεν ζήτησε την «αποποινικοποίηση του σεξ με παιδιά»,"[-0.01115597 -0.0036339   0.00673349 ... -0.00155302 -0.00820121
 -0.04112193]",1
212,212,Οι μετανάστες δεν έχουν προτεραιότητα έναντι των Ελλήνων πολιτών στην εξεύρεση εργασίας ή στη διεκδίκηση συνταξιοδοτικών δικαιωμάτων,"[-0.00501066 -0.0218115  -0.00603816 ... -0.00534882  0.00427906
 -0.00345316]",1
213,213,Αυτή η εικόνα δεν δείχνει τον Βολοντιμίρ Ζελένσκι στην παρέλαση υπερηφάνειας της Βοστόνης το 1999 - Η φωτογραφία έχει υποστεί επεξεργασία,"[-0.01666873 -0.01674668 -0.01924114 ...  0.00326911 -0.01192016
 -0.02156671]",1
214,214,Βίντεο του ελέγχου θερμοκρασίας του προέδρου της Νότιας Αφρικής στο αεροδρόμιο παραπλανήθηκε ως σάρωση εμφυτεύματος μικροτσίπ,"[ 0.00046605 -0.01114004 -0.00634344 ... -0.00849029 -0.01374817
 -0.0238616 ]",1
215,215,Δημοσιεύσεις Μοιραστείτε το Bear Grylls Clip με ψεύτικα σχόλια σχετικά με το Scout Jamboree που φιλοξενείται από τη Νότια Κορέα,"[-0.01199302 -0.0072803   0.0160655  ... -0.01775522  0.00307581
 -0.02397284]",1
216,216,"Η δημιουργία του καλλιτέχνη παραπλανήθηκε ως το ""εργαστηριακό drumstick"" που χρηματοδοτείται από τον Bill Gates","[ 0.00693583 -0.01335715 -0.01896328 ... -0.00511167 -0.00520855
 -0.02678112]",1
217,217,"Το βίντεο του London Knife είναι από το 2021, όχι το 2023","[ 0.01202804 -0.00276811 -0.00011955 ... -0.01232109  0.00898917
 -0.02442558]",1
218,218,Το παλιό βίντεο επανεμφανίστηκε για να ισχυριστεί ψευδώς ότι δείχνει διαμαρτυρίες από υποστηρικτές του πρώην Πακιστάν PM,"[-0.00523431  0.0020561  -0.01951148 ...  0.00978874 -0.0238283
 -0.01563031]",1
219,219,Η εικόνα του παιδιού που παγιδεύεται κάτω από τα ερείπια προηγείται του πολέμου της Γάζας και δείχνει σημάδια του AI,"[ 0.00100569 -0.00757462 -0.00535471 ... -0.00025184 -0.0074939
 -0.01965635]",1
220,220,Βίντεο και φωτογραφίες του δημοσιογράφου της Νότιας Κορέας που καταχραστούν σε διαφημίσεις «Επενδυτικού Σχεδίου»,"[-0.00014074 -0.01163913  0.00449376 ... -0.00840789 -0.0103
 -0.03642974]",1
221,221,"Οι χρεώσεις Ulez, Lez και συμφόρησης μειώνονται την ημέρα των Χριστουγέννων.","[ 0.01771821 -0.01318934 -0.00633313 ...  0.01274572  0.0273586
 -0.02815314]",0
222,222,Το acesulfame k γλυκαντικών περιέχει το καρκινογόνο μεθυλενοχλωρίδιο.,"[ 0.02331672  0.01142796  0.00254924 ... -0.00422295 -0.02351421
 -0.02444899]",2
223,223,Ένας 82χρονος πατέρας με άνοια έχει εξαφανιστεί μετά από να απομακρυνθεί με ένα σκυλί που ονομάζεται Cami.,"[ 0.0226738   0.00502759  0.00398618 ...  0.00436429 -0.01397086
 -0.01135613]",0
224,224,Ένας χρήστης του Facebook είναι ελκυστικός για βοήθεια για την εξεύρεση των ιδιοκτητών ενός χαμένου σκύλου και του κουταβιού του.,"[-0.01346646  0.0262929  -0.00032409 ...  0.00766713  0.00244414
 -0.03278449]",0
225,225,"Ένας από τους δολοφόνους του Lee Rigby, Michael Adebolajo, σκοτώθηκε στη φυλακή.","[ 0.0045402  -0.00056154 -0.01466146 ...  0.010415   -0.00329819
  0.00957209]",0
226,226,Το βίντεο δείχνει ένα ηλεκτρικό λεωφορείο σε πυρκαγιά στη σαφή ζώνη αέρα του Λονδίνου.,"[ 0.01184164 -0.00683372 -0.00738146 ...  0.00164322  0.0026735
 -0.02514392]",0
227,227,Οι εικόνες και τα βίντεο δείχνουν ένα ισραηλινό φορτηγό πλοίο που ονομάζεται Unity Explorer βομβαρδισμένη από την Υεμένη που έχει βυθιστεί στην Ερυθρά Θάλασσα με το πλήρωμά του.,"[-0.00916317 -0.02996169 -0.00636854 ... -0.00367803 -0.02692522
 -0.02851064]",0
228,228,Ένα φορτηγό κοπριάς βυθίστηκε έξω από ένα εστιατόριο McDonald's στη Γαλλία σε ένδειξη διαμαρτυρίας για τις ενέργειες του Ισραήλ στη Γάζα.,"[-0.00733012 -0.0095528   0.00103196 ...  0.0005164  -0.00581005
 -0.02591551]",0
229,229,Μια φωτογραφία μιας γυναίκας σε ένα φθορίζον πρόσωπο και πέπλο σώματος δείχνει μια νέα κυρία Lollipop στο Μπέρμιγχαμ.,"[-0.01665522  0.01695973 -0.00643437 ...  0.01008184 -0.00887705
 -0.02177889]",0
230,230,Δεν υπήρξαν γεννήσεις στην Ιταλία τους τελευταίους τρεις μήνες.,"[-0.01330882 -0.02166373  0.00402666 ...  0.02198458  0.00671216
 -0.0162863 ]",0
231,231,"Ένα βίντεο δείχνει ότι η Χαμάς εκτελεί ανθρώπους, ρίχνοντας τους από την οροφή ενός κτιρίου.","[ 0.00011401 -0.01633166 -0.00569143 ... -0.00305813  0.00350242
 -0.01415237]",0
232,232,"Μια φωτογραφία μιας φωτογραφικής μηχανής κυκλοφορίας δείχνει ότι ""οι Άγγλοι φαίνεται να αντιγράφουν τους Γάλλους"".","[-0.02027764 -0.01274965 -0.01346228 ...  0.01876168  0.00483618
 -0.00126735]",2
233,233,"Ένα σκυλί έχει βρεθεί στο δρόμο αφού χτυπήθηκε από ένα αυτοκίνητο. Μεταφέρθηκαν σε έναν κτηνίατρο, αλλά δεν ήταν μικροτσίπ και ο ιδιοκτήτης τους αναζητείται επειγόντως.","[ 0.00503005  0.01245785 -0.01428223 ... -0.00961053 -0.01622388
 -0.03005001]",0
234,234,Οι άνθρωποι θα λάβουν μια κάρτα δώρων £ 100 και μια τσάντα δώρων από τον λιανοπωλητή του Ηνωμένου Βασιλείου Argos εάν συμπληρώσουν μια ηλεκτρονική φόρμα.,"[ 0.01668083 -0.00384141  0.00358748 ... -0.00535193 -0.00473014
 -0.01843876]",0
235,235,"Τέσσερις άλλες φυλές σκυλιών - το Presa Canario, το Staffordshire Bull Terrier, το Cane Corso και το Bullmastiff -Fall μέσα στη φυλή τύπου Bully που θα «απειλείται» ως μέρος της απαγόρευσης των σκύλων τύπου XL.","[-0.00830729  0.00637663 -0.00834128 ... -0.00495582 -0.02014959
 -0.01989127]",2
236,236,"Το καλύτερο εμπόδιο για τη διακοπή της παράνομης μετανάστευσης είναι να σταματήσει όλα τα οφέλη για τους ""παράνομους μετανάστες"".","[-0.00207438  0.00206128  0.01113319 ... -0.00170109 -0.01094327
 -0.0276889 ]",2
237,237,Μια φωτογραφία διαθέτει ισραηλινά παιδιά που σχεδιάζουν κοχύλια που θα χρησιμοποιηθούν στη Γάζα.,"[ 8.35974788e-05 -1.33389403e-04 -1.42325480e-02 ...  8.23715236e-03
  4.84845042e-03 -3.17755975e-02]",0
238,238,Το turpentine μπορεί να καταπιεί για τη θεραπεία της σηψαιμίας.,"[ 1.24891857e-02 -8.92331591e-05  1.20271053e-02 ...  2.31170319e-02
 -1.85743272e-02 -1.71425287e-02]",0
239,239,Το οξείδιο του graphene χρησιμοποιείται στο εμβόλιο Covid-19 της Pfizer.,"[ 0.00737211  0.00368277 -0.01819415 ... -0.00467644  0.00282357
 -0.02694361]",2
240,240,"Ο στρατηγός Irwin Baran, από τις ειδικές επιχειρήσεις και τις επιδρομές του Ισραήλ, έχει σκοτωθεί στη Γάζα.","[-0.00070781 -0.01579651  0.00034072 ...  0.00270793 -0.00306974
 -0.00473441]",0
241,241,Ένα βίντεο που μοιράζεται στα κοινωνικά μέσα δείχνει ότι ο Rishi Sunak δεν ξέρει πώς να χρησιμοποιήσει ένα σφυρί.,"[ 0.00977462 -0.00269457  0.01058011 ... -0.00962119 -0.00843213
 -0.03183623]",2
242,242,Η Washington Post ανέφερε ότι τα όπλα από την Ουκρανία στην Χαμάς έχουν τριπλασιαστεί τον περασμένο μήνα.,"[-0.02031441  0.01285614 -0.01136185 ...  0.01175682  0.01446892
 -0.00133301]",0
243,243,"Υπάρχουν 7,8 εκατομμύρια άτομα που περιμένουν προγραμματισμένη θεραπεία σε λίστες αναμονής του NHS.","[ 0.0062195  -0.00469882  0.00600317 ...  0.00591727 -0.0077179
 -0.02794479]",0
244,244,Ο ιρλανδικός στρατός κλήθηκε να παράσχει υποστήριξη και θωρακισμένα οχήματα στο Δουβλίνο μετά από μαχαιρώσεις που συνέβησαν στις 23 Νοεμβρίου.,"[-0.02139909 -0.0127646  -0.00561113 ... -0.00600156  0.0022409
  0.0038881 ]",0
245,245,"Ένα βίντεο δείχνει νέους φορτιστές ηλεκτρικών οχημάτων με μια γεννήτρια που λειτουργεί κοντά, η οποία χρησιμοποιεί το ντίζελ για να τα τροφοδοτήσει.","[ 0.00521115 -0.00223622 -0.01032871 ... -0.00676881 -0.01343735
 -0.02890701]",0
246,246,Η Starbucks έχει υποσχεθεί να προσλάβει 10.000 μουσουλμάνους.,"[ 0.00599205 -0.04851581 -0.01544762 ... -0.00944241 -0.01138489
 -0.02744488]",0
247,247,Ένα βίντεο δείχνει χιλιάδες ανθρώπους σε μια πορεία υπέρ της Παλαιστίνης στη Βαρσοβία της Πολωνίας.,"[-0.00258236 -0.01442251  0.00051082 ... -0.00215143 -0.02028447
 -0.02223416]",0
248,248,Η τραγουδίστρια Adele κρατούσε μια παλαιστινιακή σημαία σε μία από τις πρόσφατες συναυλίες της.,"[-0.01003284 -0.01689122  0.0123059  ...  0.00405951 -0.01597677
 -0.01480105]",0
249,249,"Ο λιανοπωλητής Argos πωλεί κονσόλες παιχνιδιών PS5 για £ 1,78.","[ 0.02045299  0.00350997 -0.01123573 ...  0.000616    0.0069369
 -0.02231816]",0
250,250,Ένα βίντεο δείχνει ότι το νερό του ποταμού Νείλου έχει γίνει κόκκινο.,"[ 0.01830831 -0.01939516  0.0161346  ... -0.02102544 -0.01054507
 -0.00552807]",0
251,251,Ένα βίντεο δείχνει έναν ισραηλινό αστυνομικό που στραγγαλίζει ένα παλαιστινιακό παιδί σε θάνατο έξω από την αμερικανική πρεσβεία στην Ιερουσαλήμ.,"[ 0.00075114 -0.00415968 -0.00952383 ...  0.00557476 -0.00850365
 -0.01709945]",0
252,252,"Ο Toby Carvery δίνει ένα δωρεάν γεύμα για δύο για το Facebook, οι χρήστες που τους αρέσει μια φωτογραφία στη σελίδα του και θα ακολουθήσουν έναν σύνδεσμο θα λάβουν ένα κουπόνι για ένα γεύμα carvery για δύο στο Toby Carvery εστιατόρια.","[-0.00168947  0.00342735 -0.00165235 ...  0.01798227 -0.01097267
 -0.01510356]",0
253,253,Η μυοκαρδίτιδα μετά από ένα εμβόλιο Covid-19 είναι μια μόνιμα καταστροφική κατάσταση και το 20% των περιπτώσεων οδηγεί σε θάνατο εντός πέντε ετών.,"[-0.00608119  0.00537317  0.00922685 ...  0.01399223 -0.01230462
 -0.02627745]",0
254,254,Τα βίντεο δείχνουν μια ηφαιστειακή έκρηξη που πραγματοποιείται σήμερα στην Ισλανδία.,"[-0.01746531 -0.01017174  0.00196566 ...  0.00300737  0.00425512
 -0.01546366]",2
255,255,Τα βίντεο των ανθρώπων που βάζουν μακιγιάζ και κατευθύνουν ένα μικρό κορίτσι σε ένα gurney είναι αποδεικτικά στοιχεία που οι Παλαιστίνιοι παραπλανούν τραυματισμούς.,"[-0.00996321 -0.01140456  0.02690068 ...  0.00334764 -0.02201206
 -0.02571838]",2
256,256,Ένα βίντεο δείχνει το κτίριο του Παλαιστινιακού Κοινοβουλίου στη Γάζα.,"[ 0.00469939  0.00802879 -0.00488418 ... -0.00099802 -0.01637618
 -0.03792648]",2
257,257,Σε μία κλινική σε μία ημέρα 30 άτομα εγχύθηκαν με το εμβόλιο Covid και τα 30 έχουν πεθάνει ως αποτέλεσμα.,"[ 0.0005787  -0.00164515  0.00838099 ...  0.00517852 -0.01370066
 -0.02858068]",0
258,258,"Όλες οι κάμερες στο M1 και M25 θα ρυθμιστούν σε 72 μίλια / ώρα με ένα ""σύστημα δημιουργίας αυτοκινήτων"" από το ""Midnight Tonight"".","[ 0.00068846  0.01319882 -0.00156756 ...  0.01202559 -0.01740289
 -0.0217308 ]",0
259,259,"Ο ψυχίατρος του πρωθυπουργού του Ισραήλ, Benjamin Netanyahu, πήρε τη δική του ζωή.","[ 0.00470354 -0.00494458 -0.00291366 ...  0.0168207  -0.02913329
 -0.02583691]",5
260,260,Τα πλάνα δείχνουν ισραηλινά ελικόπτερα που πυροβολούν Ισραηλινούς πολίτες στο μουσικό φεστιβάλ Supernova στις 7 Οκτωβρίου.,"[-0.00905275 -0.02519604 -0.02019408 ... -0.01112138  0.00633227
 -0.02652634]",0
261,261,Ένα βίντεο δείχνει ότι ο κ. Starmer προωθεί ένα επενδυτικό σύστημα για τους κατοίκους του Ηνωμένου Βασιλείου.,"[ 0.00280093 -0.02174647 -0.00973926 ... -0.01785855 -0.00907831
 -0.01099635]",0
262,262,Οι πρώην και σημερινοί ηγέτες της Χαμάς εμφανίζονται στα μπροστινά καλύμματα των ειδικών εκδόσεων του περιοδικού Forbes.,"[-0.00843002 -0.02478946 -0.01347601 ... -0.00227103  0.01048579
  0.00062825]",5
263,263,"Ο επικεφαλής του προσωπικού του Ισραήλ, Herzi Halevi, έχει συλληφθεί και ένα βίντεο δείχνει ότι έχει ένα τατουάζ από σβάστικα.","[-0.01177303  0.01446157 -0.00119308 ... -0.00411826 -0.00053532
 -0.01262758]",0
264,264,Ο εμβολιασμένος πληθυσμός αντιπροσώπευε το 95% των θανάτων Covid-19 στην Αγγλία τους 12 μήνες μεταξύ 1 Ιουνίου 2022 και 31 Μαΐου 2023.,"[-0.00157704 -0.00620975 -0.02347437 ...  0.0041792  -0.0062688
 -0.00997234]",2
265,265,Το Ισραήλ έχει αλλάξει τους αριθμούς γραμμωτού κώδικα από την εκκίνηση με 729 σε 871.,"[ 0.01111493 -0.00888537 -0.00339367 ...  0.01252896 -0.00780676
 -0.03222672]",0
266,266,Το Λονδίνο πήγε από 86% λευκό σε 36% σε δέκα χρόνια.,"[ 0.03323575  0.00641792  0.00825115 ...  0.00517222 -0.00077415
 -0.01182771]",0
267,267,Ένα ακουστικό κλιπ είναι μια ηχογράφηση του δήμαρχου του Λονδίνου Sadiq Khan λέγοντας ότι τα γεγονότα «μνήμης μνήμης» πρέπει να αναβληθούν υπέρ μιας προ-παλαιστινιακής διαμαρτυρίας.,"[-0.01108148  0.00592769  0.00605778 ...  0.00404297 -0.00839951
 -0.02751355]",0
268,268,"Η Suella Braverman χρησιμοποίησε δαπάνες £ 25.000 για να πληρώσει τους λογαριασμούς ενέργειας των γονιών της για πέντε χρόνια, ενώ παραμένουν στο σπίτι τους δωρεάν.","[ 0.02370471  0.00878297 -0.00779306 ... -0.00624507  0.00223062
 -0.02830215]",0
269,269,Η δημοσίευση της προσευχής του Κυρίου στο Facebook είναι αντίθετη με τις πολιτικές της πλατφόρμας.,"[-0.00795525  0.00120177 -0.01165104 ...  0.00853172  0.00685996
 -0.01608984]",0
270,270,Μια συλλογή από CCTV footage δείχνει το Ισραήλ βομβαρδίζοντας ένα νοσοκομείο στη Γάζα.,"[-0.01549049 -0.00664301  0.0002663  ...  0.00133502 -0.0022094
 -0.00804137]",0
271,271,Το υλικό δείχνει μια στοχευμένη επίθεση από τις ισραηλινές αμυντικές δυνάμεις (IDF) στους Παλαιστίνιους πολίτες που συγκεντρώθηκαν γύρω από μια δεξαμενή νερού.,"[-0.00353157 -0.00517159 -0.00828393 ... -0.0062314  -0.00611066
 -0.01542757]",0
272,272,Ένα βίντεο δείχνει έναν κροατικό δήμαρχο που χτυπάει έναν υποστηρικτή της Χαμάς που φωνάζει τον Allahu Akbar σε αυτόν.,"[-0.01776636 -0.00376444 -0.00261393 ...  0.00034339 -0.00465982
  0.00720795]",0
273,273,Ένα βίντεο δείχνει ένα ατύχημα πυροτεχνημάτων που περιλαμβάνει έναν διαδηλωτή pro-hamas ή-παλαιστινιακού στην Τουρκία.,"[-0.0243373  -0.0177895  -0.00882901 ...  0.00830308 -0.0009401
 -0.00710002]",2
274,274,"Ο συνδυασμός του μελιού και του κουρκούμη, με ή χωρίς σκόρδο, κάνει το πιο ισχυρό αντιβιοτικό.","[-0.00701143 -0.00032754  0.00375356 ... -0.00783323 -0.01535339
 -0.01174006]",0
275,275,Οι Παλαιστίνιοι εμφανίζονται σε ένα βίντεο που προσποιείται ότι έχει πεθάνει στην πρόσφατη σύγκρουση μεταξύ του Ισραήλ και της Γάζας.,"[-0.01651637 -0.0122458   0.01228528 ...  0.01089028  0.00201026
 -0.01735864]",0
276,276,Οι οργανισμοί προειδοποιούν το κοινό για μια χριστουγεννιάτικη ταχυδρομική «απάτη» όπου το κοινό ενθαρρύνεται να καλέσει έναν αριθμό υψηλής ποιότητας που κοστίζει £ 315 για να ανακτήσει ένα δέμα.,"[-0.00973395  0.01279012 -0.02086809 ... -0.0096599  -0.00363845
 -0.02692656]",0
277,277,Ένα βίντεο δείχνει μια συνέντευξη με μια ισραηλινή γυναίκα που δραπέτευσε από τη Χαμάς.,"[-0.01566927 -0.0062176   0.00149258 ... -0.00931176 -0.00381646
 -0.02009415]",0
278,278,Το WEF έχει χορηγηθεί διπλωματική ασυλία από την Ελβετία.,"[-0.00523997 -0.00455233 -0.00905176 ... -0.00128272 -0.00031944
 -0.02200456]",0
